"Character";"Line";"Season";"Episode_Number"
"Michael";" A number of your clients found your personal style abrasive and distasteful.";5;6
"Dwight";" I sell more paper than anyone. [stands and reaches for the file]";5;6
"Michael";" No, no, no, no, no.";5;6
"Dwight";" Wait, is this a joke? I’m getting that queasy feeling that sometimes accompanies jokes.";5;6
"Michael";" Do I look like I am joking?";5;6
"Dwight";" No, but that’s sometimes part of it.";5;6
"Michael";" If I were joking, you would be laughing. Do you look like you are laughing?";5;6
"Dwight";" Impossible to say. I can’t see myself.";5;6
"Michael";" You’re not.  ";5;6
"Andy";" Yo, Tommy Tuna, did you get your scores yet?";5;6
"Jim";" Nope.";5;6
"Andy";" I got mine. They were really good.";5;6
"Pam";" [listening in New York] I miss him.";5;6
"Jim";" You must be really proud.";5;6
"Andy";" Yeah, pretty psyched. Whoa! That’s my mug.";5;6
"Jim";" Oh, sorry. It was just — it was right here.";5;6
"Andy";" Right, well, it’s mine, so if you could pour it out and get another one.";5;6
"Jim";" OK. Or maybe I could finish the coffee that’s in here and you could use [finds a mug] uh, oh — Snoopy.";5;6
"Pam";" Don’t give him Snoopy. That’s mine.";5;6
"Andy";" [smiles] It is a great mug. But it’s not my mug. That is my mug. So give it back.";5;6
"Jim";" How can you even be sure?";5;6
"Andy";" It has my face on it.";5;6
"Jim";" [holds mug next to Andy’s head] Make the face. [Andy smiles] Yeah, I don’t see it.";5;6
"Andy";" Dude, that is my face!  ";5;6
"Pam";" [Dwight slams something on desk] What was that?";5;6
"Jim";" Wow. That was Dwight. He seems upset about something.";5;6
"Pam";" Describe him exactly. What color mustard is his shirt? Yellow or Dijon?";5;6
"Jim";" It is… more of a spicy brown, actually.";5;6
"Dwight";" What are you mumbling about?";5;6
"Jim";" How was your meeting with Michael?";5;6
"Dwight";" None of your business.";5;6
"Jim";" Was it your scores?";5;6
"Dwight";" Those can’t be my scores, Jim. For your information —";5;6
"Jim";" Mm-hmm.";5;6
"Dwight";" I’m being sabotaged.";5;6
"Jim";" Of course.";5;6
"Dwight";" And I’m going to find that person and punish them.";5;6
"Jim";" Absolutely. Or you could just be nice to your customers.";5;6
"Dwight";" You’re an idiot.";5;6
"Jim";" There’s the charm.";5;6
"Michael";" Jimbo, let’s do this thang.";5;6
"Jim";" That is me. Wish me luck.";5;6
"Dwight";" No way.";5;6
"Pam";" [whispers on bluetooth] Good luck.";5;6
"Jim";" Thanks.";5;6
"Dwight";" I didn’t say anything";5;6
"Pam";" I love you.";5;6
"Jim";" I love you, too.";5;6
"Dwight";" What do you think I am saying to you?!";5;6
"Jim";" I’m not talking to you.  ";5;6
"Dwight";" I’ve caught Jim talking to himself several times today. What a loser. Get a friend, loser.  ";5;6
"Andy";" [on phone] Yeah, I’m looking at it right now. It’s really gorgeous. You guys do great work.  ";5;6
"Andy";" I found the best tentist on the east coast. He personally tented Giuliani’s first and third weddings. And I got him. [shakes fist] I got him!  ";5;6
"Andy";" [on phone] Would you be able to do the same design, but with walls of gray? And a top that’s gray too? Fabulous.  ";5;6
"Michael";" Oh, come on.";5;6
"Jim";" What?";5;6
"Michael";" You too?";5;6
"Jim";" Did my scores drop a little?";5;6
"Michael";" Jim, they are a poopy. [Jim coughs, presses button to end call on Bluetooth]  ";5;6
"Pam";" [touches ear] Jim? Jim?  ";5;6
"Jim";" Are we even sure that’s my file?";5;6
"Michael";" No. [glances at it] Yes, I am sure, Jim. It —";5;6
"Jim";" Well, there’s got to be an explanation.";5;6
"Michael";" I agree.";5;6
"Jim";" Yeah.";5;6
"Michael";" So let’s see what we can find out from reading. [reads] Jim Halpert is smudge and arrogant.";5;6
"Jim";" I think you mean smug";5;6
"Michael";" [points at Jim] Arrogance.";5;6
"Jim";" Michael, I’m just trying to —";5;6
"Michael";" And there’s our smudgeness.  ";5;6
"Jim";" I need a decent bonus, because I’m actually in the process of buying my parents’ house so that they can retire. And if history tells us anything, it’s that you can’t go wrong buying a house you can’t afford. Pam doesn’t know about the house, so it’s… a fun surprise. [taps Bluetooth earpiece] Pam, sorry about that. I lost you for a second. So, as it turns out, I may not have done so hot on my customer reviews this year.";5;6
"Pam";" Maybe it’s because you spent the whole year flirting with the receptionist.";5;6
"Jim";" A little bit. … Worth it.  ";5;6
"Michael";" Here’s what’s going to happen. I am going to have to fix you, manage you two on a more personal scale, a more micro form of management. Jim, what is that called?";5;6
"Jim";" Microgement.";5;6
"Michael";" Boom! Yes. Now, Jim is going to be the client. Dwight, you’re going to have to sell to him without being aggressive, hostile or difficult. Let’s go.";5;6
"Dwight";" All right, fine. [picks up phone] Brrring.";5;6
"Jim";" [picks up phone] Hello?";5;6
"Dwight";" Hello, this is Dwight Schrute from the Dunder Mifflin Paper Company.";5;6
"Jim";" Wow, that’s great, because I need paper.";5;6
"Dwight";" Excellent, then you are in luck, because we are having a limited-time offer only on everything.";5;6
"Jim";" Wow, this is my lucky day.";5;6
"Michael";" [whispers] Ask him his name.";5;6
"Dwight";" What is your name, sir?";5;6
"Jim";" I am Bill Buttlicker.";5;6
"Dwight";" Really, that’s your real name?";5;6
"Jim";" How dare you? My family built this country, by the way.";5;6
"Michael";" Be respectful, Dwight.";5;6
"Dwight";" Yes, Michael.";5;6
"Jim";" Would you hold on one second? That’s my other line.";5;6
"Dwight";" What? No, but I —";5;6
"Jim";" Hello? [laughs] No, I’m just on the phone with this stupid salesman. He’s so dumb. Probably just gonna keep him on the line forever and not buy anything. Yeah, OK. [punches button on phone]";5;6
"Michael";" It’s up to you to change his mind.";5;6
"Jim";" Sorry. That was a family emergency.";5;6
"Dwight";" Oh, no. What’s wrong?";5;6
"Jim";" You know what? That’s private.";5;6
"Michael";" Boundaries, Dwight. Come on!";5;6
"Dwight";" Sorry, Mr. Buttlicker. As I was saying, we’re having a limited–";5;6
"Jim";" Sorry, you’re going to have to speak up a little bit louder. I’m hard of hearing.";5;6
"Michael";" He’s hard of — he’s an old man. Let’s go.";5;6
"Dwight";" OK, as I was saying, right now we are having —";5;6
"Jim";" You’re gonna have to talk louder.";5;6
"Dwight";" OK, our prices have never been lower.";5;6
"Jim";" Son, you have to talk louder.";5;6
"Dwight";" …never been lower!";5;6
"Jim";" Louder, son!";5;6
"Dwight";" [shouting] Buttlicker! Our prices have never been lower!";5;6
"Michael";" Stop it! Stop it!";5;6
"Dwight";" He —";5;6
"Michael";" That is totally inappropriate. You never yell at the client. You never yell at the client.";5;6
"Jim";" Now, you listen to me, sir.";5;6
"Michael";" Here we go.";5;6
"Jim";" The three words I would describe you as is aggressive, hostile and definitely difficult.";5;6
"Michael";" Give me the phone.";5;6
"Dwight";" Please, Mr. Buttlicker —";5;6
"Jim";" I’m irate right now.";5;6
"Michael";" Give me the phone.";5;6
"Dwight";" Please give me another chance. Mr. Buttlicker.";5;6
"Michael";" Give me the phone. Give me the phone.";5;6
"Dwight";" I have to put you on with my boss.";5;6
"Jim";" Well, I should hope so. [Michael takes phone] Who is this?";5;6
"Michael";" Hello, this is Michael Scott, regional manager.";5;6
"Jim";" Well, this is William M. Buttlicker.";5;6
"Michael";" Hello, Mr. Buttlicker. How may we help you?";5;6
"Jim";" Michael, I like the sound of your voice. You know what I’m going to do? I’m going to buy one million dollars worth of paper products today.";5;6
"Dwight";" [shakes fist, whispers] Yeah!";5;6
"Michael";" [covers phone, whispers to Dwight] See how it’s done? [into phone] Thank you very much, sir. I don’t think you’ll regret it. [to Dwight] See what I did?";5;6
"Dwight";" You are the master.";5;6
"Jim";" There is one condition, Michael.";5;6
"Michael";" Yes.";5;6
"Jim";" You have to fire the salesman that treated me so terribly.";5;6
"Dwight";" Don’t do it, Michael.";5;6
"Michael";" … [whispers] It’s a million-dollar sale.  ";5;6
"Andy";" So it’s called the Shangri-La Tent. It’s two stories, heated and has a bridal suite for my bridal sweet. It’s just really simple, really tasteful.";5;6
"Angela";" I don’t want to be married in a tent like a hobo";5;6
"Andy";" Hobos live in trains.";5;6
"Angela";" Nana Mimi can’t be in canvas that long.";5;6
"Andy";" Well, Nana Mim — Ahh. OK, look. This tent is awesome. And it’s in high demand, so I really think we should put a deposit down now.";5;6
"Angela";" OK fine you can have your tent, but only if it’s in a field, a hand-plowed field";5;6
"Andy";" Done and done-er.";5;6
"Angela";" There has to be a barn that’s old enough that you can see the stars through the roof slats when you lay on your back. And antique tools to look at when you roll over.";5;6
"Andy";" Do you have a specific place in mind?";5;6
"Angela";" No. But anything within a five- to eight-mile radius is acceptable.";5;6
"Andy";" On it!  ";5;6
"Jim";" Dwight. Dwight. [Dwight’s car comes screeching into view]";5;6
"Dwight";" Get in!";5;6
"Jim";" Are you serious?";5;6
"Dwight";" Get in! [he peels off into parking space]";5;6
"Jim";" OK, what are you —";5;6
"Dwight";" Shh. [turns radio up loud, playing “Centerfold.”] They might be listening to us.";5;6
"Jim";" What’s that?";5;6
"Dwight";" They might be listening to us";5;6
"Jim";" Who’s they?";5;6
"Dwight ";" Customer service might be monitoring this conversation.";5;6
"Jim";" In this car?";5;6
"Dwight";" You never know. Better safe than sorry.";5;6
"Jim";" [turns radio down] What are you thinking?";5;6
"Dwight";" Who stands to benefit from our downfall?";5;6
"Jim";" The mob, maybe NASA.";5;6
"Dwight";" Could be the mob. But then Dunder-Mifflin would need to be a front for money laundering, and there’s little evidence of that.";5;6
"Jim";" Is there some evidence?";5;6
"Pam";" [on Bluetooth] Ooh, cute shoes online.";5;6
"Jim";" How many shoes do you need?";5;6
"Dwight";" I don’t know. Two, maybe three if one wears out. How many shoes do you need?  ";5;6
"Jim";" I’m not talking to you.";5;6
"Dwight";" Who are you talking to?";5;6
"Jim";" Pam.";5;6
"Dwight";" She’s not here, Jim.";5;6
"Jim";" No, she’s not.  ";5;6
"Pam";" [in New York, humming to herself to the tune of “Centerfold”] Na na na na na. Na na na na na na na.  ";5;6
"Andy";" [at computer, spins chair around and makes triumphant gesture] Yes!  ";5;6
"Andy";" I found it. I found the perfect place. A local bed-and-breakfast on a 60-acre beet farm. And even better, I have an in with the owner. Oh, yeah. We work together. It’s Dwight Schrute. As in Schrute Farms.  ";5;6
"Customer";" [on phone] So I’d like to redouble my order, if  you could put me down for, um —";5;6
"Dwight";" Wait, shut up.";5;6
"Customer";" I’m sorry?";5;6
"Dwight";" Shh. Do you hear that?";5;6
"Customer";" Hear what?";5;6
"Dwight";" Breathing. Is that you?";5;6
"Customer";" Well, I am breathing, yes.";5;6
"Dwight";" Well, stop. Hold your breath. I still hear it. Who’s there? Kelly, is that you? Hold on. [puts down phone and runs away]";5;6
"Customer";" I need paper.  ";5;6
"Dwight";" [jumps into Kelly’s area] Ha! [Kelly screams in surprise]";5;6
"Kelly";" Oh, my God. You scared me.";5;6
"Dwight";" Hear anything interesting?";5;6
"Kelly";" What are you talking about?";5;6
"Dwight";" [laughs] I think you know.";5;6
"Kelly";" You always say that, and I almost never know.";5;6
"Dwight";" What are you up to, girl? Huh? Phyllis put you up to this? Stanley? Are they paying you?";5;6
"Kelly";" Are you accusing me of something?";5;6
"Dwight";" Of course I am. I know you’re the mastermind, but you’re too stupid to do it by yourself.";5;6
"Jim";" [behind Dwight]:";5;6
"Dwight";" [surprised] Ah!";5;6
"Jim";" Easy.";5;6
"Dwight";" OK.";5;6
"Jim";" Let’s just — Let’s head back to the desk.";5;6
"Kelly";" You just can’t come into my nook and call me stupid. And maybe if you were a little bit more nice and polite, then people wouldn’t give you such bad customer reviews.";5;6
"Dwight";" The reason that I got bad customer reviews is because I didn’t! There is a massive conspiracy going on here, and I know you’re involved.";5;6
"Kelly";" Dwight, get out of my nook!";5;6
"Pam";" [in New York] That’s what she said! That’s what she said! That’s what she said!";5;6
"Jim";" Good one.  ";5;6
"Jim";" [enters breakroom] Hey. Sorry about Dwight, by the way.";5;6
"Kelly";" Yeah, he’s weird.";5;6
"Jim";" Well, we all handle it differently. I personally choose to handle it like a normal person, but…";5;6
"Kelly";" OK.";5;6
"Jim";" Hey, how are you and Darryl?";5;6
"Kelly";" Um, we’re cool. [gets up to leave] Bye.";5;6
"Jim";" Bye.";5;6
"Pam";" [on Bluetooth] That was weird.";5;6
"Jim";" What was?";5;6
"Pam";" Have you ever had a conversation with Kelly where she didn’t go on for 15 minutes without taking a breath?";5;6
"Jim";" No, actually.";5;6
"Pam";" Did you do something to her?";5;6
"Jim";" I don’t think so.";5;6
"Pam";" Well, something’s off.  ";5;6
"Jim";" Hey, how’s things?";5;6
"Ryan";" All right.";5;6
"Jim";" Yeah?";5;6
"Ryan";" Living in the moment.";5;6
"Jim";" Do you have any reason to believe that Kelly would be mad at me?";5;6
"Ryan";" I don’t play the politics game anymore, Jim. Can I tell you something? I played it full on in New York. I played it high stakes. For keeps. Made it to the top. But look what it cost. [takes sip of coffee] Can I tell you what else I learned?";5;6
"Jim";" Wait, that’s pretty weird.";5;6
"Ryan";" What?";5;6
"Jim";" Well, Andy has a mug just like that.";5;6
"Ryan";" Oh, yeah, Kelly gave them out as party favors. Remember? You got one.";5;6
"Jim";" No. What party?";5;6
"Ryan";" Her America’s Got Talent finale party over the summer. [Jim makes face] That’s crazy. It was packed. I thought everyone was there. You were there. I remember you being there.";5;6
"Jim";" I wasn’t. But thank you. [to Pam] Do you know anything about this party?";5;6
"Pam";" Yes, I said you definitely should go, but you wanted to visit me instead.";5;6
"Jim";" Well, I can’t be the only one who didn’t — [sees mugs on Angela’s and Meredith’s desks]  ";5;6
"Jim";" [walks quickly to break room, opens cabinet and finds mugs of Oscar, Creed and Phyllis]  ";5;6
